caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
A group of people eating a meal at a table.,10,174,150,0,5,9,162
A group of people sitting at a table enjoying food.,10,174,162,0,5,11,161
Group of people smiling and eating a meal at a long table with candles.,14,246,234,0,6,20,172
Men and women eating dinner at a table.  ,8,150,150,0,5,5,103
A group of people sitting around a table with food and drink.,12,198,186,0,5,3,16
a massive variety of pots and other objects are displayed along a long kitchen counter with a sink and a clock on the wall.,24,354,300,0,5,46,220
The shelves in a kitchen are covered with pans.,9,162,162,0,4,351,1407
Busy kitchen in residential home with cabinets and wooden table.,10,162,162,0,3,44,44
some pots and pans a clock a sink  and some cabinets,11,174,144,0,3,135,287
a kitchen with a countertop and talbe with open cabinets,10,162,150,0,3,70,149
a person wearing a suit and tie next to a couch,11,174,150,0,3,20,115
A man in shirt and tie standing by a photograph.,10,174,162,0,5,1359,4514
A man talking in front of a photo of an orange sofa with black and white fence behind it.,19,306,276,0,6,145,347
A man is standing talking in front of a picture.,10,198,186,0,5,939,2912
A man wearing a red tie with his long sleeve shirt and pants,13,198,186,0,3,702,1949
A big fancy glass chandelier hanging in a small kitchen.,10,174,162,0,5,275,1702
"A kitchen area with a counter, shelves and a television.",10,162,138,0,3,7,7
"a country kitchen has a blue, wooden table, open shelves and white counters and a white sink.",17,258,204,0,4,58,1454
A nice kitchen has a large crystal chandelier.,8,138,126,0,3,64,312
The old kitchen and the table in it are furnished from wood.,12,210,198,0,5,700,3373
The living room is nicely cleaned and organized.,8,186,186,0,6,289,1174
A neatly arranged room with two lights. ,7,138,138,0,4,622,2260
Three bar stools in a kitchen with a black refrigerator.,10,162,150,0,3,265,1798
A sleek modern kitchen with pale oak floors and open cabinets and an island with stools.,16,234,216,0,3,33,39
A counter stands in the center of a kitchen.,9,162,150,0,5,230,658
"A bathroom with a spa tub, sink, toilet, yellow stripes on the floor, and flower decorations on the walls.",19,282,240,0,4,139,736
a bathroom with a toilet and tub in it ,9,150,138,0,3,81,191
Feminine ambience style restroom with wide open feel,8,138,138,12,3,1888,6576
a bath room with a toilet and a bath tub,10,162,126,0,3,82,238
A mirror that is hanging above a sink.,8,174,162,0,5,40,374
Bikes are being transported in a subway car.,8,174,174,0,5,93,174
An officer watching over bicycles in a subway cart.,9,150,150,0,3,242,746
Several bikes are being stored in a narrow passageway. ,9,186,186,0,5,82,148
a white and silver subway train filled with several bicycles,10,186,186,0,6,165,2947
A train conductor standing next to a group of bikes.,10,174,162,0,5,1207,6503
A snowy ladnscape with a car crashed into a pole,10,174,150,6,5,1451,7185
A car that has slid into a light pole on a snow covered road.,14,258,234,0,5,509,2614
a car crashed against a light pole in the snow.,10,174,162,0,5,11,347
an image of a car in the snow that hit a pole,12,198,186,0,4,663,2289
Car hit on a traffic signal in a road full of snow.,12,210,198,0,5,8,107
A cat sitting on the floor watching television.,8,150,150,0,5,2,37
a cat siting on the ground watching a tv,9,162,150,0,5,3,62
A cat sitting on the floor watching a television.,9,162,150,0,5,4,40
A cat sitting of a TV on top of a TV stand.,12,198,174,0,5,1624,8853
A cat watches cars racing on a television.,8,162,150,0,5,92,297
A man sitting on a toilet with a cigarette and beer can in hand.,14,234,210,0,5,65,126
Guy sitting on toilet smoking a cigarette. ,7,138,138,0,5,603,2346
A man sits on the toilet while smoking,8,174,174,0,6,367,985
a man that is nealed down in a bathroom,9,198,186,12,5,187,482
A man on the toilet drinking a beer and smoking a cigarette. ,12,210,186,0,6,462,2002
A man climbing on a toilet bowl in a closet,10,174,150,0,5,18,124
Two men stand over the green water spilled from a toilet.,11,198,198,0,5,1238,4299
Two men working on and repairing a toilet,8,186,186,0,9,185,3361
a man with his foot on a toilet and a man holding something in his hand,16,246,204,0,5,2242,6767
Two men are doing work in a bathroom.,8,162,162,0,5,268,1998
A group of young people riding motorcycles near a river.,10,162,150,0,3,13,89
A group of people riding motorcycles in the woods.,9,150,150,0,3,3,47
A group of men who are on motorcycles.,8,150,150,0,4,10,628
A group of men stand around three motorcycle riders.,9,162,162,0,5,130,1159
Several men stand next to other men as they sit on motorcycles.,12,222,216,0,5,110,622
Racers riding four wheelers while a crowd watches.,8,150,150,0,5,3,317
Spectators enjoying a show of two men on four-wheelers.,9,150,150,0,3,307,1097
Two men ride on atv's and tilt them to the side.,11,222,222,0,6,725,2959
Two men doing a stunt show on four wheeler ATV vehicles.,11,174,174,0,3,73,365
A young man performing a trick on an ATV on a field.,12,198,174,0,5,10,93
A woman talking on a cell phone while holding luggage.,10,198,186,0,6,82,610
A woman on a cell phone with a bag.,9,150,126,0,3,78,620
A woman is standing near a brick wall,8,162,150,0,5,62,337
A woman holding a purse and a cellphone.,8,138,114,0,3,7,79
Woman leaning on wall while talking on cell phone,9,174,162,0,6,12,101
A old television set is displaying an old computer game in front of two bookshelves.,15,246,234,0,5,59,318
a small television in front of a bookshelf,8,138,126,0,3,42,220
A t.v. with bunny ears in front of a book shelf,11,174,162,0,3,46,143
some books shelves a television and a table,8,138,126,0,3,268,2432
A game is displayed on a television in a living room.,11,198,174,0,5,254,1469
A television is reflected from a bathroom mirror.,8,162,150,0,5,153,426
A bathroom with the reflection of a tv in a mirror,11,174,150,0,3,31,101
Bathroom scene showing a television and a hair dryer.,9,150,138,0,3,63,370
A bathroom with a telivision in it and mirrors. ,9,150,138,0,3,92,404
A bathroom with purple walls and two mirrors.,8,138,138,0,3,30,78
A colorful fighter jet flying through a blue sky.,9,162,150,0,5,2,0
A jet with lots of colors leaving a trail in the sky.,12,198,186,0,5,4,14
There is a jet plane that is painted multi color,10,186,186,0,4,1526,3875
A colorful plane leaves a trail of smoke on a clear blue sky.,13,210,186,0,5,0,27
A mulitcolored plane is flying in the sky,8,162,162,0,5,44,210
a small yellow Cessna plane flying on a clear day,10,174,162,0,5,19,53
A toy plane flies through a cloudless sky. ,8,150,138,0,5,6,6
A small plane flying through a blue sky.,8,150,138,0,5,8,14
A prop plane flies in a clear sky.,8,150,138,0,5,4,17
A yellow airplane flying in the clear sky.,8,150,150,0,5,1,1
A herd of giraffe walking along a grassy tree covered plain.,11,210,198,0,5,7,94
THREE GIRAFFES STANDING NEAR A TREE IN A FOREST.,9,162,150,0,5,39,74
A small herd of giraffe standing in a plain.,9,162,150,0,5,3,18
a small group of giraffes walking across a field with dried grass and trees ,14,222,210,0,5,9,152
an image of a herd of giraffes herding in the wilderness,11,186,186,0,5,211,1236
A white dog standing on top of a wooden bench.,10,174,162,0,5,7,36
A white dog on leash sitting on brown park bench.,10,174,174,0,5,5,32
A white dog tied with a black leash to a bench.,11,186,162,0,5,1,8
A small white dog standing on a bench.,8,150,138,0,5,2,4
A dog standing on a bench during the day.,9,174,162,0,5,59,517
A yellow bus that is sitting in the grass.,9,186,186,0,5,2,22
A large yellow bus parked in some grass.,8,150,150,0,5,4,38
"A school bus, parked in a rural area.",8,150,138,0,5,95,252
A school bus sitting in some overgrown grass,8,150,150,0,5,11,237
A bus parked in the weeds on a sunny day ,10,186,174,0,5,14,289
Closeup of a logo on a blue and red bus.,10,186,174,0,6,706,3955
an image of a side symbol on a bus,9,150,138,0,3,33,429
The side view of a red vehicle with a logo sign on the side of it.,16,234,210,0,3,241,1006
A logo on a double decker bus with a lion and a sword.,13,198,162,0,3,1015,6095
The side of a buss with a sign on it.,10,162,150,0,3,43,467
A woman standing next to a light pole by a street.,11,186,162,0,5,2734,13596
A woman stands next to a traffic light.,8,150,138,0,5,2915,14449
The woman is standing by the stop light.,8,162,150,0,5,3049,15236
A woman stands next to a lamp post with a street light on it.,14,222,198,0,5,2851,14162
A woman at a crosswalk that has a green light.,10,174,150,0,4,2453,11968
many woolly sheep standing together in the field,8,162,162,0,5,8,31
A number of sheep gathered together looking around while standing on grass.,12,258,258,0,8,537,5361
Sheep are standing together outside in a field,8,186,186,0,5,11,13
The sheep gathered in the meadow wait to be told where to go,13,270,234,18,5,669,2941
A flock of very cute sheep in a grassy field.,10,174,162,0,4,5,6
A person walking by stop sign at street intersection.,9,162,162,0,5,703,4683
a woman walking by a stop sign while holding a bag ,11,210,186,0,6,2004,11260
The Pleasant Lane street corner and a woman carrying bags,10,162,162,0,3,228,4629
The woman who has bought her groceries is crossing the street.,11,210,198,0,4,389,2468
A person walking near a stop sign in a residential neighborhood.,11,198,174,0,5,623,3582
A yellow fire hydrant with a cartoon face drawn on it.,11,186,174,0,5,24,252
A fire hydrant that has been painted green on top.,10,222,222,0,5,13,22
A yellow fire hydrant with an angry face drawn on it.,11,186,186,0,5,71,409
A water hydrant on a pavement with cars in the bay,11,174,162,0,3,133,488
a fire hydrant with a face drawn on the front,10,174,162,0,5,30,111
Two cats sitting in the dirt under a tree.,9,174,174,0,5,5,14
A couple of cats are by a tree,8,138,126,0,3,9,21
an image of two cats in a sand lot,9,150,150,0,3,352,1849
Two cats by a tree in the dirt,8,138,138,0,3,6,13
Several cats sitting near a tree and a bird on a fence post.,13,210,186,0,5,645,2110
A red trolley car driving down a parking lot.,9,162,150,0,5,17,41
A trolley car parked in a parking lot.,8,150,138,0,5,51,146
A tram like bus in a parking lot ,8,150,138,24,4,746,1970
A red passenger bus is on the street.,8,138,138,0,3,62,202
A red trolley car that is sitting on pavement.,9,186,186,0,5,72,333
An empty street with brick buildings and cars.,8,138,138,0,3,25,90
A intersection and a narrow street lined with stone buildings.,10,162,150,0,3,50,146
A house lined road with red trucks on the side of the street,13,210,198,0,5,169,1450
A small suburb area with a few parked red vans. ,10,162,150,0,3,167,734
A stone building with a blue door on it,9,150,138,0,3,636,4770
Two little girls sitting on the side of a white boat.,11,186,186,0,5,1,8
Two girls sitting on device on side of a boat.,10,186,186,0,5,11,36
Two girls are sitting on the edge of a boat looking at the water.,14,246,234,0,5,1,0
LITTLE GIRLS ARE ON THE EDGE OF A BOAT ,9,150,150,0,3,0,3
Children are sitting on the side of the boat in the water.,12,222,198,0,5,12,31
Two street signs on the corner of a stone wall.,10,162,162,0,3,32,936
Three traffic signs sit on on a corner in front of a brick wall.,14,246,234,0,5,8,422
a alley way with graffiti and some signs,8,138,138,0,3,41,414
Two signs that are on the side of a wall.,10,174,174,0,4,68,1282
"A corner with a Stop sign, a no entry sign and a one way sign in front of a brick wall with graffiti.",23,318,252,0,3,32,244
a stack of traffic signs on a pole next to a street.,12,186,162,0,3,110,261
A variety of signs point in different directions.,8,138,138,0,3,81,305
Four signs are stacked together under two others. ,8,174,174,0,5,33,196
Many large signs stacked up on a pole.,8,162,162,0,5,46,147
A bunch of street signs hanging on a pole,9,162,150,0,5,55,118
Yellow and grey train near platform at railway station.,9,162,162,0,5,43,709
A train is moving along the tracks past a traffic signal.,11,210,198,0,5,24,43
A train engine carrying carts down a track into a station.,11,198,174,0,5,55,163
A freight train riding on tracks through a forested area.,10,186,174,0,5,63,508
a yellow and gray train some tracks and trees,9,174,174,0,6,44,227
A train traveling down tracks next to a lush forest.,10,186,174,0,5,22,236
A train with a gold front is going down the tracks.,11,198,186,0,5,4,89
A train with a yellow front driving on a track.,10,174,150,0,5,3,12
A train with bright yellow engine on tracks beside tall leafy trees.,12,198,198,0,4,4,1
Train drives down the tracks along the treeline,8,162,150,0,5,5,15
A train is making its way down the tracks. ,9,174,174,0,5,1,4
