caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
A man holds a bat while a woman watches.,9,756,612,0,5,1,65
A man is at bat ready is playing baseball while a woman watches.,13,1260,1188,0,6,59,414
A man holding a baseball bat at a home plate.,10,828,684,0,5,1,168
a man in a head band gets ready to swing a bat ,12,1116,972,0,4,2,64
A man who is holding a baseball bat.,8,756,684,0,4,2,123
A man with blue jersey holding a baseball bat.,9,684,612,0,3,24,112
a close up of a baseball player holding a bat on the field,13,1044,900,0,5,0,4
an image of a baseball player about to bat,9,828,828,0,4,4,125
A baseball player doing warm up exercises before going up to bat.,12,1188,1188,0,6,51,999
a baseball player standing in the grass with a bat in his hand ,13,1116,1044,0,5,5,3
A large pizza sitting on a pizza pan with a slice missing.,12,1044,900,0,5,32,76
A supreme pizza with two slices taken out.,8,684,684,0,4,27,158
Mushroom pizza has two slices taken out of it.,9,684,684,0,3,6,270
A pizza cut in half on a plate. ,8,684,612,0,5,28,44
A large combination pizza with two pieces gone.,8,612,612,0,3,14,39
A set of three pizzas in a display case.next to desserts.,11,900,828,72,5,0,10
Three different types of pizzas and other items on display at a pizzeria.,13,972,972,0,3,0,0
Multiple kinds of pizzas are on display in a case.,10,828,828,0,5,0,4
Pizza are on display for the hungry diners,8,684,684,0,5,0,433
four different pizzas in a glass case and a few other food items,13,972,900,0,3,0,32
An old wooden  clock attached to the wall,8,612,612,0,3,33,94
A large brown wooden clock mounted to a wall.,9,684,612,0,3,35,85
The grandfather clock is many years old and worn.,9,900,900,0,6,3,98
A very old antique clock on a wall.,8,684,612,0,4,1,24
An old clock hangs on the wall and gives the time.,11,1044,972,0,6,1,1
A woman posing in front of a sculpture at a bar.,11,900,756,0,5,0,2
A woman smiling for the camera in front of a wall clock,12,1044,972,0,5,0,28
A woman smiling near a large clock on the wall.,10,828,756,0,5,3,47
A woman standing in front of a fiber optic tree.,10,828,756,0,5,40,128
A woman smiles at an evening event in front of a clock.,12,900,828,0,3,193,752
A dog lays in a room with a desk and shelves of files and books.,15,1188,936,0,5,574,5418
A classroom has letters on the wall and a dog on the floor.,13,972,720,0,3,143,595
A room with woman at a desk next to a brown dog laying on the floor.,16,1260,1116,0,5,91,108
A room full of shelving and many supplies,8,684,684,0,5,99,159
A dog lies near the table next to bookshelves.,9,756,756,0,5,658,5796
A woman dressed up in a costume talking on a cell phone.,12,1044,900,0,5,40,101
A woman in a costume speaks on a cellphone. ,9,756,612,0,5,12,82
A women in costume who is talking on a cell phone. ,11,1044,972,0,5,16,35
A woman on a cell phone with a group of people.,11,828,684,0,3,7,51
The woman wearing a costume among others is using a cell phone.,12,1044,972,0,5,84,517
a refrigerator in a room next to a wall,9,684,540,0,3,4,10
A black refrigerator in a newly decorated house.,8,684,612,0,4,73,390
A double door refrigerator is standing in a room.,9,828,756,0,5,6,31
Large black two door refrigerator in an apartment under renovation.,10,756,756,0,3,1,8
A large red fridge is sitting on the red carpet. ,10,900,828,0,5,18,98
A man is taking a photo of a city with his phone.,12,1044,900,0,5,2,5
A man taking a picture of the city with his cellphone.,11,900,828,0,5,2,6
The man in the business suit takes a video of city buildings.,12,900,828,0,3,3,11
A man in suit taking a photograph with a cellphone.,10,828,684,0,5,244,1551
A business man photographs a city with his cell phone.,10,828,756,0,5,24,98
A baby girl is holding a pink brush as she scratches her head. ,13,1116,1044,0,5,8,8
The young girl is brushing her hair. ,7,612,612,0,4,3,7
A young girl combing her hair with a pink comb.,10,828,756,0,5,2,36
a little girl is holding on to a hair brush,10,900,828,0,4,0,0
A girl grabs her hair and holds onto her hairbrush. ,10,900,828,0,6,54,209
Large brick building with towers and clocks in daytime.,9,684,684,0,3,563,1518
The cathedral has two clocks on each of it's walls. ,10,828,828,0,5,15,125
Clocks may be seen on all sides of the tower.,10,972,972,0,5,545,1874
THIS IS A VERY LARGE AND OLD CLOCK TOWER ON A CHURCH,12,1116,1044,0,6,17,39
A large building is shown with clocks on the side.,10,900,900,0,5,30,153
A woman sitting down at a table with pizza.,9,828,756,0,5,6,72
A woman is eating pizza with a fork.,8,756,684,0,5,5,24
She happily downs another piece of their pizza.,8,684,684,108,4,1572,4567
A woman holding a fork and reaching for a slice of pizza.,12,1044,900,0,6,1,41
A woman sitting at a table with two pizzas and a plate on it.,14,1116,972,0,5,2,27
A clock town sits in the middle of a city.,10,828,756,0,5,12,141
A very tall clock tower sitting next to other tall buildings.,11,972,900,0,5,60,194
A large old building with a two clocks at the top.,11,828,756,0,3,88,642
a large building that has a clock tower,8,684,612,0,4,47,163
A clock tower with multiple columns in a city.,9,684,612,0,3,21,294
A teddy bear and a stuffed monkey sit side by side.,11,1116,1044,0,9,10,31
THIS IS A CLOSE UP PICTURE OF A STUFFED BEAR AND MONKEY,12,900,828,0,3,17,238
Teddy bear next to monkey in foreground of picture. ,9,684,684,0,3,1,26
A stuffed teddy bear and monkey share the picture.,9,684,684,0,3,4,55
two stuffed animals a bear and a monkey,8,756,648,0,6,10,284
Three teddy bears sit on a fake sled in fake snow.,11,972,900,0,5,93,1166
a picture of stuffed animals on a sled in a fake winter setting,13,972,828,0,3,250,1549
Three teddy bears sit in a sled in fake snow.,10,828,828,0,5,10,91
Three stuffed bears wearing clothes riding on a sled.,9,756,756,0,5,75,816
A set of plush toy teddy bears sitting in a sled.,11,900,828,0,5,50,631
A pregnant with writing on her stomach while holding a brown teddy bear.,13,1044,972,36,4,919,5249
a very pregnant woman holing a teddy bear by her belly as writes on her stomach,16,1404,1260,36,5,3368,17535
A hand that is holding a stuffed animal and a pencil.,11,972,828,0,4,78,275
Pregnant woman writing on her stomach holding a yellow teddy bear. ,11,900,900,0,5,74,409
A person holding a teddy bear as she writes on her belly.,12,1044,972,0,5,109,274
A group of different colored teddy bears sitting on top of a blue table.,14,1116,936,0,5,14,47
A table full of different teddy bears with place cards,10,828,828,0,5,46,172
This is a display of various types of collectibles.,9,684,576,0,3,29,157
Stuffed animals are displayed down a table with notecards.,9,828,828,36,5,1,45
"Green, yellow, and pink teddy bears sitting on top of a table on display. ",14,1116,1116,0,5,201,705
two people at a bar holding drinks ,7,540,540,0,3,42,69
Two  men standing near a bar drinking together,8,756,756,0,5,19,87
Two men that are standing together holding glasses.,8,900,900,0,5,25,102
Two guys are smiling while enjoying a beer.,8,828,828,0,6,9,21
"Two men, one holding a baby, enjoy some wine at a wine bar.",13,1044,972,0,5,3,89
a lady that has a bowl in her hand,9,828,756,0,5,169,753
This older photo depicts a woman working in a primitive kitchen.,11,972,900,0,5,2835,8359
A housewife holds a platter of food in the kitchen.,10,828,756,0,5,194,2740
An old photo of a woman in the kitchen,9,684,684,0,3,116,458
The woman is placing a turkey into a black pan.,10,900,828,0,5,41,194
A bicycle parked on top of a baby dolls head.,10,828,756,0,5,971,6214
A couple of men as one points to the right next to a bicycle.,14,1116,972,0,5,123,932
two men standing next to a bike parked on a street corner,12,1044,972,0,5,10,83
A couple of people standing next to a bike.,9,756,684,0,5,62,223
There are two men standing next to a bike and a doll.,12,972,900,0,5,85,610
A bathroom is adorned with beige and white tiles.,9,900,900,0,6,76,279
The shower curtain is centered in the middle of the tub.,11,972,828,0,5,69,342
A bathroom with white fixtures and tile floor,8,612,612,0,3,51,59
"A small bathroom with a toilet, shower, and a white curtain.",11,828,684,0,3,15,60
A small bathroom with the shower curtains open.,8,612,612,0,3,45,64
A woman walking next to a man riding a pink bike.,11,900,756,0,5,31,134
A person walks next to a person who is biking down a city street.,14,1332,1152,0,5,12,83
Two people walking down the street one of which is riding a pink bike.,14,1404,1404,0,6,1,1
The bicyclist is busy riding down the brick lined street.,10,972,900,0,5,31,451
"A pair of people riding on a bike, down a street.",11,972,828,0,5,9,13
A modern bathroom with square sink and backlit mirror.,9,684,684,0,3,33,197
Brightly lit tiled wall in modern bathroom setting.,8,684,684,0,4,753,1225
A white toilet and sink in a room.,8,612,540,0,3,58,380
a bathroom with white and black tile a sink and toilet,11,972,972,0,6,35,99
"The corner of a bathroom, showing the sink and toilet.",10,756,684,0,3,13,171
A bathroom with a sink and television inside of the mirror.,11,828,756,0,3,30,24
A bathroom mirror with the middle cut out and exposed.,10,972,972,0,6,424,1005
A bathroom mirror with a black box on it,9,684,612,0,3,89,431
a bathroom with a sink a monitor in the mirror and a tub,13,972,828,0,3,32,56
A large mirror reflecting a bathroom sing counter.,8,612,540,0,3,245,817
A bathroom with a sliding shower door next to a toilet.,11,828,684,0,3,46,171
A bathroom with green walls and a toilet and a shower.,11,828,576,0,3,25,62
A photograph of a newly remodeled bathroom in a home.,10,828,684,0,4,50,419
A bathroom has green walls and a glass shower door.,10,756,684,0,3,35,28
a bathroom with a sink a mirror a toilet and a shower,12,900,648,0,3,30,94
A lot of people that are looking at a pool.,10,900,828,0,4,2774,10789
A dog jumping through the air into a pool.,9,828,756,0,5,29,193
"A dog jumping through the air above a pool of water that has been marked for distance, with people watching in the distance.",23,2196,2016,0,5,17,259
A husky jumping jumping above the water of a pool,10,900,756,0,7,22,83
A dog competing in a long jump in to water contest,11,972,900,0,5,1246,5944
A white toilet sitting next to a bath tub filled with paintings.,12,972,900,0,5,55,98
a bathtub with several large paintings in it,8,612,612,0,3,72,458
A bathroom view with a toilet and picture frames inside a tub.,12,900,756,0,3,76,312
Framed artwork and paintings stored vertically in an old bathtub,10,900,900,0,5,1110,6333
Someone put their art collection in their bath tub.,9,684,612,0,4,750,2352
A person on a motorcycle in the dirt doing tricks. ,10,756,684,0,3,0,2
A boy on a motocross motorcycle flying through the air.,10,828,756,0,5,125,773
Kid jumps a hill while riding on dirt bike,9,900,900,0,6,100,720
A professional photograph of a motorcycle rider in the air.,10,756,684,0,3,55,598
A boy is jumping in the air on his dirt bike.,11,1044,1044,0,5,135,1262
A man holding holding a giant remote control.,8,684,612,0,5,1034,7752
A man stands next to a copier machine,8,684,612,72,5,1024,4722
Electronic wand displayed for modern type of toilet.,8,684,684,0,5,1083,5609
Someone demonstrating how a remote control toilet works.,8,612,612,0,3,2023,8896
Someone holding up a remote with six buttons.,8,684,684,0,4,28,37
a toilet with writing under the lid ,7,540,540,0,3,8,39
Handicapped restroom with open toilet and black and white spotted floor.,11,1116,1116,0,6,343,1470
"A bathroom with a soap dispenser, toilet and rolls of toilet paper.",12,900,828,0,3,56,96
There are two rolls of toilet paper and a hand dispenser on the bathroom wall.,15,1188,1188,0,5,76,559
A toilet in a small room with a two-roll dispenser for toilet paper.,13,972,828,72,3,12,32
An office cubicle with four different types of computers.,9,684,684,0,3,20,85
The home office space seems to be very cluttered.,9,972,972,0,4,98,616
an office with desk computer and chair and laptop.,9,684,576,0,3,2,3
Office setting with a lot of computer screens.,8,612,612,0,3,145,902
A desk and chair in an office cubicle.,8,612,612,0,3,27,211
A smiling man holds a bunch of freshly picked bananas,10,828,756,0,4,3,7
A man standing holding a bunch of bananas.,8,684,612,0,5,8,28
A smiling man in a jungle holds a bunch of plant parts.,12,900,756,0,3,1,3
A man holding a bunch of ripe bananas.,8,612,540,0,3,4,5
A man is holding a bunch of bananas.,8,684,612,0,4,2,0
A cat climbing into a cat door on a wall.,10,828,684,0,5,216,1000
A picture of a cat on a wall. ,8,612,468,0,3,359,2133
A picture of a cat going through a cat door has been put on the wall.,16,1404,1260,0,5,99,271
A dirty floor and wall with a black kit going into a trap door.,14,1116,972,0,5,1464,7076
Cat going inside house through small opening on door. ,9,828,828,0,5,124,569
A man rides a large motorcycle on a freeway.,9,756,612,0,5,13,80
A man riding a motorcycle in overcast weather,8,684,612,0,5,7,38
